Order Id,Product Id,Product Name,Region,Country Code,Marketing Channel,Purchase Platform,Account Creation Method,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,User Id,Currency,Local Price
ORD1069114,PROD101,Nintendo Switch, Middle East , Israel,mobile app , eBay,Email,10/26/2022,9/27/2022,11/1/2022,11/5/2022,,USER45424,USD,396.05
ORD1069115,PROD107,"27"" 4K monitor",North America ,United States,Partner, Amazon ,Social,11/16/2020,2020-11-12T06:38:04.048Z,11/21/2020,11/23/2020,,USER33322,USD,1053.83
ORD1069116,PROD104, Logitech Headset, Asia Pacific , Singapore ,mobile app ,amazon,Social,1/26/2025,1/2/2025,1/29/2025,1/31/2025,,USER26343,USD,101.15
ORD1069117,PROD103,Dell Laptop,, France ,online,shopify,Social,2022-12-28T02:09:05.943Z,12/19/2022,1/2/2023,1/6/2023,,USER24585,USD,2793.51
ORD1069118,PROD103,Dell gaming laptop , North America, CA , online ,Walmart,Social,2019-06-23T19:15:59.502Z,6/4/2019,6/21/2019,7/3/2019,,USER24171,USD,1144.61
ORD1069119,PROD104, Logitech Gaming Headset,Middle East,IL, mobile app, Shopify ,,6/4/2022,2022-05-16T16:22:21.170Z,2022-06-05T16:22:21.170Z,6/9/2022,,USER17825,USD,80.74
ORD1069120,PROD107,27in 4K gaming monitor,Europe ,UK ,Online,Amazon,Email,5/30/2019,5/23/2019,6/1/2019,6/5/2019,,USER21317,USD,424.31
ORD1069121,PROD105,Dell Mouse ,Middle East , IL, Partner,eBay,,7/1/2024,,7/7/2024,2024-07-12T19:33:24.791Z,,USER28440,USD,52.29
ORD1069122,PROD107, 27in 4K gaming monitor , Asia Pacific,Australia ,Online,Amazon ,Social,12/19/2022,11/25/2022,2022-12-21T16:12:28.058Z,12/24/2022,,USER05393,USD,938.38
ORD1069122,PROD107, 27in 4K gaming monitor , Asia Pacific,Australia ,Online,Amazon ,Social,12/19/2022,11/25/2022,2022-12-21T16:12:28.058Z,12/24/2022,,USER05393,USD,938.38
ORD1069124,PROD107,27in 4K Gaming Monitor,Asia Pacific ,Australia, partner ,amazon,Social,9/15/2019,8/18/2019,2019-09-22T14:54:24.700Z,9/27/2019,,USER23721,USD,583.18
ORD1069125,PROD105,Gaming Mouse,Europe, IT ,Online, Direct,Email,10/1/2021,,2021-10-03T06:57:18.830Z,10/7/2021,,USER28752,USD,77.68
ORD1069126,PROD107, 27in 4K Gaming Monitor ,Asia Pacific ,SG, Online ,ebay,Social,6/16/2019,,2019-06-18T04:00:37.215Z,6/20/2019,,USER15892,USD,313.59
ORD1069127,PROD101, NINTENDO SWITCH, Europe,United Kingdom,Mobile App,walmart,Email,,4/1/2021,2021-04-04T23:56:42.139Z,4/9/2021,,USER48418,USD,515.34
ORD1069128,PROD101,Nintendo Switch,Latin America ,Argentina,mobile app, Amazon,,2022-04-09T20:56:53.211Z,3/15/2022,4/12/2022,4/14/2022,,USER19746,USD,421.03
ORD1069128,PROD101,Nintendo Switch,Latin America ,Argentina,mobile app, Amazon,,2022-04-09T20:56:53.211Z,3/15/2022,4/12/2022,4/14/2022,,USER19746,USD,421.03
ORD1069130,PROD101, NintendoSwitch , Asia Pacific ,Australia,in-store , Shopify,,1/9/2020,12/31/2019,2020-01-13T00:58:33.532Z,1/15/2020,,USER13319,USD,465.78
ORD1069131,PROD103, Dell gaming laptop,Asia Pacific ,KR,partner ,shopify,Email,7/7/2019,7/7/2019,2019-07-09T06:56:23.878Z,7/11/2019,,USER16337,USD,1082.08
ORD1069132,PROD104, Gaming Headset ,Europe ,United Kingdom,mobile app, Amazon ,Social,8/26/2019,2019-08-19T07:33:14.763Z,8/28/2019,9/1/2019,,USER44237,USD,114.16
ORD1069133,PROD107,27in 4K Gaming Monitor, North America, United States ,mobile app, eBay,Email,8/11/2022,7/24/2022,8/16/2022,2022-08-18T21:30:32.900Z,,USER27259,USD,735.27
ORD1069134,PROD102, Microsoft Xbox Series X ,Europe, Italy ,Mobile App , shopify,Social,11/21/2020,10/25/2020,2020-11-28T13:00:26.311Z,11/30/2020,,USER12101,USD,1187.93
ORD1069135,PROD104, Logitech Gaming Headset ,Europe,DE,partner , eBay ,Email,1/16/2022,12/22/2021,1/17/2022,2022-01-20T20:35:55.045Z,,USER20934,USD,94.42
ORD1069136,PROD105,DELL Gaming Mouse,Asia Pacific ,JP, In-Store ,Shopify,Email,12/3/2024,11/20/2024,12/9/2024,2024-12-13T10:20:38.484Z,,USER20547,USD,96.18
ORD1069137,PROD105,Dell Gaming Mouse,Latin America ,Chile , mobile app ,shopify,Social,2/6/2023,2023-01-30T19:06:48.451Z,2/10/2023,2023-02-14T19:06:48.451Z,,USER20674,USD,47.41
ORD1069138,PROD106,1TB Storage ,Middle East, Saudi Arabia ,in-store,Walmart,Social,7/29/2024,7/27/2024,8/1/2024,8/6/2024,,USER31381,USD,89.68
ORD1069139,PROD101, Switch, Middle East,Saudi Arabia, in-store,direct,Social,2/29/2024,2024-02-19T17:09:10.790Z,3/5/2024,3/7/2024,,USER09397,USD,345.27
ORD1069140,PROD105,Dell Mouse, North America , Canada, in-store ,amazon,,9/17/2020,2020-08-20T23:15:38.825Z,2020-09-22T23:15:38.825Z,9/26/2020,,USER28285,USD,102.87
ORD1069141,PROD107,4K Gaming Monitor,North America ,USA,mobile app, amazon,Email,2021-04-12T01:34:02.957Z,2021-04-05T01:34:02.957Z,2021-04-16T01:34:02.957Z,2021-04-20T01:34:02.957Z,,USER31863,USD,609.6
ORD1069142,PROD107,27in 4K Gaming Monitor,Asia Pacific,Singapore,Online, Amazon,Email,11/22/2020,2020-11-17T14:48:57.937Z,11/28/2020,12/4/2020,,USER19349,USD,928.16
ORD1069143,PROD103,DELL Gaming Laptop, North America,United States,Online, amazon ,Email,3/4/2020,2/18/2020,3/9/2020,3/14/2020,,USER11543,USD,1575.53
ORD1069144,PROD103, Dell gaming laptop,North America,MX, partner,Walmart,Social,3/8/2023,2/18/2023,,2023-03-17T06:02:57.030Z,,USER09222,USD,1409.64
ORD1069145,PROD103, Dell gaming laptop, Asia Pacific ,Japan,Mobile App, Direct ,Social,2021-01-25T11:28:08.488Z,1/4/2021,2021-02-01T11:28:08.488Z,2/6/2021,,USER34931,USD,1847.41
ORD1069146,PROD104, Logitech Gaming Headset ,Latin America, AR , Partner,eBay,Email,8/16/2023,7/29/2023,2023-08-22T18:49:14.308Z,8/26/2023,,USER23381,USD,119.14
ORD1069147,PROD103,Dell Gaming Laptop,Europe ,Germany,Mobile App,Walmart,,4/29/2021,2021-04-25T05:05:44.497Z,5/5/2021,5/11/2021,,USER03038,USD,2077.97
ORD1069148,PROD101,NintendoSwitch ,Europe ,DE,In-Store,eBay ,Email,6/10/2019,,6/16/2019,6/18/2019,,USER36499,USD,231.96
ORD1069149,PROD105,Dell Gaming Mouse ,Asia Pacific,JP,Mobile App, walmart ,Email,8/19/2024,8/13/2024,8/26/2024,8/31/2024,,USER14525,USD,85.88
ORD1069150,PROD103,Dell Gaming Laptop, Asia Pacific , AU , partner,shopify ,Email,3/11/2023,2023-02-12T06:54:54.436Z,3/15/2023,2023-03-17T06:54:54.436Z,,USER31735,USD,1500.21
ORD1069151,PROD100,PlayStation5,Asia Pacific,Singapore, Online , ebay ,Email,2/21/2020,2/15/2020,2/28/2020,3/3/2020,,USER49497,USD,646.76
ORD1069152,PROD105,Gaming Mouse,Latin America, Brazil,online,eBay,,4/28/2020,4/2/2020,5/3/2020,5/5/2020,,USER32999,USD,61.51
ORD1069153,PROD103,Dell Gaming Laptop ,Middle East,IL , mobile app,Shopify ,,2023-10-30T13:48:21.910Z,10/30/2023,10/31/2023,11/5/2023,,USER41710,USD,1564.97
ORD1069154,PROD100,PS5 ,Asia Pacific,Australia , partner,walmart ,Social,7/27/2020,7/3/2020,7/29/2020,8/4/2020,,USER35325,usd,625
ORD1069155,PROD106, 1TB Storage,Europe, Germany, Partner,Shopify,Social,9/8/2023,8/20/2023,9/12/2023,2023-09-18T18:52:26.067Z,,USER40494,USD,135.16
ORD1069156,PROD100,PLAYSTATION 5, Europe , Spain ,Mobile App,amazon ,,2023-01-24T08:17:17.387Z,1/16/2023,1/26/2023,2023-01-31T08:17:17.387Z,,USER30098,USD,507
ORD1069157,PROD102, Xbox SeriesX ,Middle East , Israel,Mobile App,amazon,Email,12/25/2023,12/23/2023,12/31/2023,1/3/2024,,USER14989,USD,1035.33
ORD1069158,PROD106,External Storage, Middle East,UAE, In-Store,direct,Email,2019-07-27T10:03:02.666Z,7/6/2019,7/30/2019,8/3/2019,,USER30074,USD,64.27
ORD1069159,PROD103, Dell Laptop , Europe , UK , online,Direct ,Social,2/3/2021,1/21/2021,2/5/2021,2/8/2021,,USER09967,USD,2083.84
ORD1069160,PROD104,Gaming Headset,Middle East ,SA,in-store,Amazon ,Email,12/24/2022,12/3/2022,12/30/2022,1/2/2023,,USER46120,USD,216.19
ORD1069161,PROD107, 27in 4K Gaming Monitor ,Latin America, BR,in-store ,Shopify ,Email,11/27/2024,,2024-11-27T22:16:03.493Z,12/1/2024,,USER10569,USD,794.41
ORD1069162,PROD102,Xbox Series X ,Europe ,France, online ,Walmart ,Email,7/13/2024,2024-07-02T15:51:57.741Z,7/19/2024,7/22/2024,,USER36468,USD,524.41
ORD1069163,PROD103, Dell Laptop ,Asia Pacific , South Korea,In-Store,Amazon ,Email,3/10/2019,2/21/2019,3/11/2019,2019-03-15T13:43:16.269Z,,USER40613,USD,1360.89
ORD1069164,PROD105,Dell Gaming Mouse ,Europe, DE ,mobile app ,Shopify ,,2019-10-24T09:52:05.531Z,10/3/2019,10/28/2019,11/1/2019,,USER40748,USD,39.81
ORD1069165,PROD104,Logitech Gaming Headset, Asia Pacific,Japan, Partner, Amazon ,Email,7/12/2021,2021-07-03T03:41:16.412Z,7/19/2021,7/21/2021,,USER47753,USD,108.84
ORD1069166,PROD106,external storage 1tb ,Asia Pacific ,JP, Partner, Amazon,Social,2024-04-10T13:29:20.367Z,4/10/2024,4/11/2024,4/14/2024,,USER49050,USD,105.32
ORD1069167,PROD107,27in 4K Gaming Monitor,North America,Canada,Mobile App,amazon,Social,2/21/2020,2/1/2020,2/27/2020,3/4/2020,,USER45262,USD,531.55
ORD1069168,PROD105,Dell Gaming Mouse,, Brazil ,Mobile App, Walmart,Social,2024-04-26T13:59:50.230Z,,4/30/2024,5/5/2024,,USER23166,USD,70.57
ORD1069169,PROD102,Xbox SeriesX,Asia Pacific , SG ,Mobile App,Amazon,Social,12/30/2024,12/21/2024,2025-01-01T12:42:03.374Z,1/6/2025,,USER08407,USD,953.28
ORD1069170,PROD101,Switch,Europe,UK, partner ,Amazon,Email,2023-06-02T16:54:53.755Z,5/12/2023,6/4/2023,6/6/2023,,USER32611,USD,254.32
ORD1069171,PROD105,Dell Mouse ,Asia Pacific, JP ,partner , Shopify,Social,8/4/2019,7/26/2019,8/9/2019,,,USER08855,USD,66.99
ORD1069172,PROD102,XBOX SERIES X,North America , CA,In-Store ,ebay,Email,5/9/2019,4/21/2019,2019-05-13T18:31:41.131Z,5/15/2019,,USER00926,USD,481.76
ORD1069173,PROD101, Nintendo switch,Middle East ,SA, Mobile App , Walmart,Social,12/8/2022,11/11/2022,12/11/2022,2022-12-14T18:45:41.446Z,,USER21571,USD,645.36
ORD1069174,PROD104,Gaming Headset,Latin America, AR ,partner, Shopify ,Email,12/26/2023,2023-12-06T20:49:03.021Z,12/30/2023,1/3/2024,,USER42935,USD,179.65
ORD1069175,PROD105,Gaming Mouse ,Latin America,Argentina, in-store, ebay ,Social,1/25/2022,1/19/2022,1/31/2022,2/2/2022,,USER04346,USD,69.9
ORD1069176,PROD100, PS5 , Latin America, Chile , mobile app, shopify,Social,8/16/2023,2023-08-10T19:59:30.415Z,8/20/2023,8/22/2023,,USER08191,USD,667.64
ORD1069177,PROD106,External Storage 1TB,Europe ,France, Online, amazon ,Email,2020-04-26T15:06:33.268Z,2020-04-07T15:06:33.268Z,,5/3/2020,,USER29136,USD,120.83
ORD1069178,PROD100, PS5, Asia Pacific,Singapore , Online ,ebay,Email,7/17/2024,6/18/2024,2024-07-23T16:35:29.599Z,7/27/2024,,USER28377,USD,453.21
ORD1069179,PROD101,Nintendo Switch, Europe,Germany ,Partner ,Walmart ,Social,2019-12-16T13:15:36.591Z,12/1/2019,12/20/2019,12/24/2019,,USER39344,USD,501.69
ORD1069180,PROD100,PLAYSTATION 5 ,Middle East,Israel,online ,direct,,12/11/2023,11/13/2023,2023-12-13T22:54:49.326Z,12/18/2023,,USER30436,USD,997.28
ORD1069181,PROD106, 1TB Storage,Asia Pacific,KR ,Partner,Direct,,4/20/2022,4/11/2022,2022-04-27T23:55:19.545Z,,,USER05171,USD,118.74
ORD1069182,PROD107,"27"" 4K monitor",, Italy,Online ,Shopify ,Email,3/19/2022,3/3/2022,3/26/2022,3/30/2022,,USER10495,USD,498.04
ORD1069183,PROD102, XBOX SERIES X, North America , CA,mobile app ,ebay ,Social,2023-01-10T21:12:56.599Z,2022-12-15T21:12:56.599Z,1/17/2023,1/21/2023,,USER45939,USD,519.47
ORD1069184,PROD101, Nintendo switch,Latin America ,AR, mobile app,Direct ,Email,12/21/2021,12/2/2021,12/22/2021,12/27/2021,,USER33403,USD,856.79
ORD1069185,PROD107,27in 4K gaming monitor,Europe,United Kingdom, in-store, Direct ,Email,6/14/2023,6/1/2023,2023-06-18T09:29:48.230Z,6/22/2023,,USER41474,USD,350.08
ORD1069185,PROD107,27in 4K gaming monitor,Europe,United Kingdom, in-store, Direct ,Email,6/14/2023,6/1/2023,2023-06-18T09:29:48.230Z,6/22/2023,,USER41474,USD,350.08
ORD1069187,PROD101,Nintendo Switch, Europe ,Germany,In-Store, shopify ,Email,2019-11-15T18:39:08.001Z,10/28/2019,11/16/2019,2019-11-22T18:39:08.001Z,,USER06178,USD,494.36
ORD1069188,PROD105,Gaming Mouse, Middle East , Saudi Arabia ,partner,direct,Social,4/3/2024,3/16/2024,4/5/2024,2024-04-10T18:04:24.019Z,,USER14042,USD,66.59
ORD1069189,PROD100,PlayStation 5 , Europe ,Germany,mobile app, walmart ,Social,6/30/2019,6/8/2019,,2019-07-05T09:10:52.299Z,,USER20138,USD,446.55
ORD1069190,PROD103,Dell Laptop,Middle East,UAE, Mobile App ,amazon,Email,1/6/2023,12/19/2022,1/7/2023,1/9/2023,,USER14526,USD,1405.74
ORD1069191,PROD107,"27"" 4K monitor", Asia Pacific,JP,In-Store,Walmart ,Social,4/12/2022,3/21/2022,2022-04-18T11:36:12.470Z,4/22/2022,,USER03041,USD,528.95
ORD1069192,PROD100, PS5, Asia Pacific,Australia, Online,ebay,Social,1/7/2020,2019-12-18T22:58:03.213Z,1/13/2020,1/17/2020,,USER26375,USD,654.64
ORD1069193,PROD101,NintendoSwitch,, SG, Partner,Shopify,Social,2021-07-13T23:19:25.365Z,7/2/2021,7/20/2021,2021-07-26T23:19:25.365Z,,USER21547,USD,429.6
ORD1069194,PROD104, Logitech Headset, Asia Pacific, JP,partner, ebay ,Email,9/6/2022,8/15/2022,2022-09-09T07:21:27.883Z,9/15/2022,,USER32101,USD,122.77
ORD1069195,PROD107,27in 4K Gaming Monitor ,Latin America, Argentina,Online,Shopify,Social,2019-10-14T06:02:04.892Z,10/8/2019,2019-10-16T06:02:04.892Z,10/19/2019,,USER17801,USD,416.59
ORD1069196,PROD107," 27"" 4K monitor",Europe, United Kingdom , mobile app ,shopify,Email,5/13/2024,4/30/2024,5/16/2024,5/21/2024,,USER44268,USD,492.18
ORD1069197,PROD102, XBOX SERIES X ,Latin America,Chile, In-Store , amazon,Email,6/30/2023,2023-06-13T08:23:16.466Z,,7/7/2023,,USER00409,USD,483.87
ORD1069198,PROD101, NintendoSwitch , Asia Pacific, Singapore ,In-Store,amazon,Social,2022-09-01T16:54:15.786Z,8/23/2022,9/5/2022,9/10/2022,,USER40037,USD,479.58
ORD1069199,PROD105,Dell Gaming Mouse,Europe, France ,Partner, shopify,,6/21/2021,2021-06-20T06:27:22.811Z,6/24/2021,6/29/2021,,USER18027,USD,76.03
ORD1069200,PROD107,27in 4K Gaming Monitor, Middle East ,UAE,Mobile App,shopify,Email,3/30/2023,3/23/2023,4/2/2023,4/4/2023,,USER04597,USD,449.27
ORD1069201,PROD100, Playstation 5 , Latin America, Argentina , mobile app ,walmart ,Email,7/4/2019,6/7/2019,7/11/2019,7/17/2019,,USER29186,USD,405.83
ORD1069202,PROD102,Xbox Series X , Latin America, AR ,partner ,eBay,Social,7/14/2019,7/1/2019,7/17/2019,7/21/2019,,USER07717,USD,389.83
ORD1069203,PROD102,Microsoft Xbox Series X ,Asia Pacific ,AU,in-store,Direct,Social,6/1/2020,5/16/2020,6/8/2020,6/13/2020,,USER15976,USD,
ORD1069204,PROD103, DELL Gaming Laptop , North America, Canada, in-store,Shopify,Email,2020-11-25T23:14:41.875Z,11/10/2020,11/27/2020,12/2/2020,,USER08322,USD,2857.22
ORD1069205,PROD107,4K Gaming Monitor , Middle East ,UAE,Mobile App,Shopify ,Email,2019-06-07T05:32:21.733Z,5/21/2019,6/8/2019,6/10/2019,,USER26764,USD,290.98
ORD1069206,PROD106, External Storage 1TB ,Asia Pacific ,KR , in-store ,ebay ,Social,3/27/2024,,4/2/2024,2024-04-07T11:39:49.504Z,,USER25031,USD,98.7
ORD1069207,PROD103, DELL Gaming Laptop ,Europe, Spain , Partner , Shopify ,Social,11/5/2022,10/11/2022,11/7/2022,11/11/2022,,,USD,3011.75
ORD1069208,PROD103, Dell Gaming Laptop,Europe , UK ,partner,amazon,Social,4/22/2020,4/7/2020,4/23/2020,,,USER27254,USD,1819.88
ORD1069209,PROD102,Microsoft Xbox Series X, Asia Pacific,Japan ,Online ,Walmart,Email,1/4/2025,12/16/2024,1/10/2025,1/13/2025,,USER23966,USD,628.47
ORD1069210,PROD103, Dell gaming laptop,Latin America , Argentina,online,Shopify,Social,10/24/2024,10/5/2024,10/27/2024,10/28/2024,,USER32440,USD,1705.51
ORD1069211,PROD104, Gaming Headset , Europe, France,in-store,Walmart,Social,2/27/2020,2020-02-16T05:49:59.301Z,3/4/2020,3/7/2020,,USER05964,USD,109.67
ORD1069212,PROD105, Gaming Mouse, Latin America ,AR,Online,ebay,,10/8/2024,9/27/2024,10/11/2024,10/15/2024,,USER44992,USD,68.81
ORD1069213,PROD103,DELL Gaming Laptop ,Europe, Spain , In-Store ,Direct,Social,12/15/2020,12/7/2020,12/19/2020,12/25/2020,,USER38148,USD,2901.01
ORD1069214,PROD106, External Storage, Latin America ,AR, In-Store ,ebay,Social,5/5/2022,4/17/2022,2022-05-12T10:47:33.147Z,5/14/2022,,USER18892,USD,109.91
ORD1069215,PROD105, Dell Gaming Mouse , Middle East ,Saudi Arabia,Mobile App , ebay ,Email,3/8/2021,2/7/2021,2021-03-13T20:41:30.171Z,2021-03-18T20:41:30.171Z,,USER07650,USD,69.99
ORD1069216,PROD103, Dell Laptop , Middle East ,UAE, Partner ,Direct,Email,11/1/2020,10/16/2020,11/7/2020,11/12/2020,,USER07358,USD,3139.76
ORD1069217,PROD102, Microsoft Xbox Series X,Asia Pacific,Singapore, partner,ebay ,Email,1/19/2024,2024-01-14T02:24:24.628Z,1/25/2024,1/31/2024,,USER33658,usd,592.72
ORD1069218,PROD106, external storage 1tb , Middle East ,Israel , in-store ,shopify ,Social,4/17/2020,3/29/2020,4/21/2020,4/27/2020,,USER20682,USD,116.66
ORD1069219,PROD107,27in 4K gaming monitor,Europe,UK, In-Store ,shopify,Email,2/2/2022,1/16/2022,2/7/2022,2/13/2022,,USER11136,USD,540.7
ORD1069220,PROD100,Play Station 5, Europe, Germany ,Partner ,Shopify,Social,3/18/2020,3/11/2020,3/22/2020,3/25/2020,,USER34007,USD,692.74
ORD1069221,PROD105, Dell Gaming Mouse, Latin America, Argentina ,mobile app,Amazon,Email,12/18/2023,11/27/2023,,12/28/2023,12/28/2023,USER37125,USD,100.92
ORD1069222,PROD100,PlayStation 5,, Australia ,Partner , shopify ,Email,9/14/2019,2019-08-16T03:36:21.912Z,2019-09-21T03:36:21.912Z,9/23/2019,,USER05895,USD,717.04
ORD1069222,PROD100,PlayStation 5,, Australia ,Partner , shopify ,Email,9/14/2019,2019-08-16T03:36:21.912Z,2019-09-21T03:36:21.912Z,9/23/2019,,USER05895,USD,717.04
ORD1069224,PROD106, External Storage 1TB,North America ,Canada, partner ,Amazon,Social,1/5/2024,1/3/2024,1/8/2024,1/13/2024,1/31/2024,USER35573,USD,114.53
ORD1069225,PROD107,4K Gaming Monitor ,Europe,United Kingdom ,partner ,walmart ,,8/14/2019,8/5/2019,8/18/2019,2019-08-20T17:07:11.433Z,,USER18063,US,477.5
ORD1069226,PROD105,DELL Gaming Mouse,North America, USA ,online,Amazon,,2023-10-15T20:04:43.344Z,9/18/2023,10/18/2023,10/24/2023,,USER35136,USD,48.25
ORD1069227,PROD107,"27"" 4K monitor", North America , MX ,In-Store,Amazon,Social,2022-12-23T15:59:58.389Z,12/12/2022,12/30/2022,1/5/2023,,USER35338,USD,1000.46
,PROD101, NINTENDO SWITCH,North America,US, partner , eBay,Email,9/13/2024,9/5/2024,9/18/2024,9/22/2024,,USER22438,USD,423.31
ORD1069229,PROD104, logitech gaming headset , Asia Pacific, JP ,mobile app ,amazon ,Social,7/11/2019,7/3/2019,7/18/2019,7/24/2019,,USER17141,USD,54.57
ORD1069230,PROD100,Play Station 5,Europe , France, in-store ,Direct,,7/2/2022,6/4/2022,7/3/2022,,,USER04029,USD,535.62
ORD1069231,PROD101,Nintendo switch ,North America,Mexico, partner, Shopify ,Social,2019-06-21T02:37:51.655Z,,6/22/2019,6/24/2019,,USER14355,USD,244.93
ORD1069232,PROD104,Logitech Gaming Headset,Latin America,Argentina ,In-Store, walmart ,Email,5/16/2024,4/17/2024,2024-05-20T13:07:48.269Z,5/23/2024,,USER11349,USD,100.64
ORD1069233,PROD102, Xbox Series X, Europe,IT,Mobile App,Walmart ,Email,4/22/2019,4/18/2019,4/28/2019,5/1/2019,,USER05016,USD,504.07
ORD1069234,PROD105,Dell Gaming Mouse, Europe,United Kingdom , mobile app , Amazon ,,6/30/2020,2020-06-05T21:36:40.572Z,2020-07-06T21:36:40.572Z,2020-07-12T21:36:40.572Z,7/31/2020,USER25249,USD,55.1
ORD1069235,PROD101,Switch,,AU ,Online,Amazon,Email,9/8/2024,2024-08-26T13:09:07.481Z,9/12/2024,9/15/2024,,USER41119,USD,402.37
ORD1069236,PROD102,XBOX SERIES X, Asia Pacific,Japan ,Mobile App, ebay,Email,9/8/2023,,9/9/2023,9/11/2023,,USER11366,USD,745.55
ORD1069237,PROD104, Logitech Headset , North America ,US,in-store,shopify,,10/2/2023,9/13/2023,10/9/2023,10/15/2023,,USER10587,USD,86.99
ORD1069238,PROD104,Gaming Headset,Asia Pacific, Japan ,Mobile App,Direct,Social,2024-01-06T18:05:57.842Z,12/22/2023,1/7/2024,1/13/2024,,USER47158,USD,95.55
ORD1069239,PROD101,Switch,Europe ,IT , online , ebay,Email,2020-07-15T04:09:06.420Z,2020-06-26T04:09:06.420Z,7/18/2020,2020-07-21T04:09:06.420Z,,USER10066,USD,299.59
ORD1069240,PROD107,27in 4K Gaming Monitor,Asia Pacific,Singapore,partner , shopify,Email,8/23/2022,7/28/2022,2022-08-27T09:42:44.509Z,2022-09-02T09:42:44.509Z,,USER19948,USD,684.73
,PROD107,"27"" 4K monitor", Asia Pacific ,SG, Mobile App,Amazon,Email,2021-01-04T09:29:52.790Z,2020-12-24T09:29:52.790Z,1/8/2021,1/11/2021,,USER37475,USD,621.11
ORD1069242,PROD102,XboxSeriesX, Asia Pacific , AU , online ,Shopify,Email,11/25/2022,2022-11-25T02:57:24.888Z,2022-11-29T02:57:24.888Z,12/4/2022,,USER16383,USD,1019.16
,PROD106, external storage 1tb, Latin America ,AR , partner ,ebay,Email,6/1/2020,5/17/2020,6/3/2020,6/4/2020,,USER42650,USD,105.81
ORD1069244,PROD105,Dell Gaming Mouse,Middle East , Israel,online,ebay ,Social,2020-06-26T00:16:07.772Z,5/29/2020,6/28/2020,,,USER02661,USD,52.24
ORD1069245,, NintendoSwitch ,Middle East,Saudi Arabia,Partner, Direct ,Email,11/18/2019,11/7/2019,11/25/2019,11/27/2019,,USER34379,USD,489.84
,PROD104, Logitech Gaming Headset , Latin America ,AR, Mobile App , Direct,Email,11/19/2020,2020-11-02T03:11:45.223Z,11/20/2020,11/25/2020,,USER08368,USD,191.55
ORD1069247,PROD106, 1TB Storage ,Latin America,Argentina , In-Store,walmart,Social,8/24/2021,8/21/2021,8/25/2021,2021-08-30T13:54:24.342Z,,USER47858,USD,180.07
ORD1069248,PROD101,Nintendo switch,, Italy ,Mobile App, amazon,Social,2025-02-07T13:00:06.247Z,2025-02-07T13:00:06.247Z,2/9/2025,2/13/2025,,USER24152,USD,345.96
ORD1069249,PROD102,Xbox Series X ,Middle East ,SA,partner ,ebay,Email,4/11/2022,3/29/2022,4/14/2022,4/18/2022,,USER01642,USD,689.51
ORD1069250,PROD105,DELL Gaming Mouse, Europe , DE ,partner, amazon,Email,2024-03-28T08:37:20.624Z,3/12/2024,3/29/2024,2024-04-02T08:37:20.624Z,,USER07909,USD,57.4
ORD1069251,PROD107,"27"" 4K monitor ",Middle East ,UAE,Online, walmart,Email,4/7/2019,3/13/2019,4/11/2019,4/13/2019,,USER06112,USD,393.96
ORD1069251,PROD107,"27"" 4K monitor ",Middle East ,UAE,Online, walmart,Email,4/7/2019,3/13/2019,4/11/2019,4/13/2019,,USER06112,USD,393.96
ORD1069253,PROD102,Xbox Series X, Latin America ,AR,In-Store,shopify,Email,9/17/2023,9/2/2023,2023-09-21T19:29:41.941Z,9/26/2023,,USER19602,USD,703.83
ORD1069254,PROD107, 4K Gaming Monitor, Europe,FR, Online ,eBay ,Email,1/16/2019,12/23/2018,1/21/2019,1/24/2019,,USER02335,USD,368.12
ORD1069255,PROD107,4K Gaming Monitor, Latin America ,Argentina,Mobile App, amazon,Social,2/20/2023,2/16/2023,2/21/2023,2/26/2023,2023-03-11T09:21:50.284Z,USER15777,USD,417.87
ORD1069256,PROD107, 4K Gaming Monitor,Latin America , AR ,In-Store,direct,Email,4/8/2021,4/2/2021,4/11/2021,2021-04-14T10:32:50.896Z,,USER08447,USD,597.64
ORD1069257,PROD105, Gaming Mouse, Latin America ,Chile , partner, Direct ,Social,2/1/2021,1/10/2021,2021-02-06T12:21:53.080Z,2/12/2021,2/22/2021,USER14277,USD,80.3
ORD1069258,PROD106,External Storage 1TB , Middle East , SA ,online,Amazon,Social,2020-05-08T19:10:05.656Z,,5/13/2020,5/19/2020,6/6/2020,USER31574,USD,
ORD1069259,PROD105,Gaming Mouse,Middle East, UAE ,In-Store,ebay,Social,3/23/2023,3/7/2023,3/26/2023,3/29/2023,,USER09698,USD,61.89
ORD1069260,PROD102,Xbox Series X, Asia Pacific,Australia, Online,Walmart,Email,7/18/2024,6/26/2024,7/25/2024,7/31/2024,,USER47188,USD,455.92
ORD1069261,PROD101, Nintendo switch, Latin America , Chile ,mobile app , amazon ,Email,1/1/2020,12/30/2019,1/3/2020,1/7/2020,,USER47750,USD,409.71
ORD1069262,PROD104,Logitech Gaming Headset,Asia Pacific,South Korea,Mobile App,Walmart ,Email,8/18/2020,7/30/2020,8/23/2020,8/27/2020,,USER41867,USD,168.59
ORD1069263,PROD102, Xbox Series X, North America,Mexico ,online,direct ,Email,4/11/2019,3/16/2019,4/12/2019,4/18/2019,,USER04630,USD,472.82
ORD1069264,PROD105,DELL Gaming Mouse, Middle East,IL, Partner , Direct,,12/28/2020,12/1/2020,1/2/2021,1/5/2021,,USER26763,USD,133.34
