Marketing Channel,Purchase Platform,Product_Name,Region,AccountCreationMethod,Currency,CountryCode,Order_id,ProductID,User_id,Price_numeric,Price_,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,Time_To_ship
Direct,Desktop,Fashion - T-Shirt,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00042444,PROD8477,USER0000002,118.53,USD 118.53,2020-04-15 00:00:00,2020-02-15 00:00:00,2020-04-17 00:00:00,2020-04-20 00:00:00,,2.0
Direct,Mobile App,Sports - Resistance Bands,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00058598,PROD7287,USER0000003,110.38,USD 110.38,2021-01-20 00:00:00,2020-08-28 00:00:00,2021-01-21 00:00:00,2021-01-26 00:00:00,,1.0
Organic Search,Desktop,Electronics - Portable Charger,South America,Email,BRL,BR,ORD00051031,PROD9958,USER0000002,716.94,BRL 716.94,2020-08-31 00:00:00,2020-04-15 00:00:00,2020-09-03 00:00:00,2020-09-11 00:00:00,,3.0
Direct,Mobile Web,Fashion - Dress,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00027957,PROD5563,USER0000005,64.59,USD 64.59,2019-10-06 00:00:00,04-08-2019,,,,
Social Media - Instagram,Desktop,Books - Mystery Novel,Europe,Apple ID,EUR,DE,ORD00046948,PROD4865,USER0000015,29.15,EUR 29.15,2020-06-24 00:00:00,2020-05-09 00:00:00,2020-06-26 00:00:00,2020-07-02 00:00:00,2020-07-04 00:00:00,2.0
Direct,Desktop,Electronics - Keyboard,Middle East,<function <lambda> at 0x7eee90f8bc40>,AED,AE,ORD00046997,PROD4401,USER0000004,352.69,352.69,2020-06-25 00:00:00,2020-06-25 00:00:00,2020-06-28 00:00:00,2020-07-05 00:00:00,,3.0
Podcast,Desktop,Beauty - Shampoo,Middle East,Google OAuth,SAR,SA,ORD00089970,PROD3014,USER0000003,126.07,SAR 126.07,04/28/2024,2024-02-22 00:00:00,2024-04-30 00:00:00,2024.05.10,,2.0
Email Marketing,Desktop,Beauty - Face Moisturizer,Asia Pacific,Email,JPY,JP,ORD00017534,PROD6161,USER0000018,6402.7,JPY 6402.70,13-06-2019,2019-04-08 00:00:00,2019-06-16 00:00:00,2019-06-22 00:00:00,,3.0
Organic Search,Mobile Web,Fashion - Belt,Asia Pacific,Phone,AUD,AU,ORD00035286,PROD3125,USER0000002,150.24,AUD 150.24,2020-01-04,2019-12-26 00:00:00,2020-01-10 00:00:00,2020-01-16 00:00:00,,6.0
Paid Search,Desktop,Home - Candle,Asia Pacific,Google OAuth,SGD,SG,ORD00086154,PROD3571,USER0000003,85.64,SGD 85.64,2023.08.06,2023-06-29 00:00:00,2023.08.09,2023-08-16 00:00:00,,3.0
Display Ads,Mobile Web,Electronics - Webcam,Europe,Email,EUR,DE,ORD00067665,PROD7985,USER0000005,138.98,EUR 138.98,2021-08-17 00:00:00,2021.06.30,2021-08-18 00:00:00,2021-08-24 00:00:00,,1.0
Email Marketing,Mobile Web,Home - Storage Basket,Europe,Email,EUR,NL,ORD00049855,PROD2917,USER0000677,13800.0,EUR 138.00,2020-08-12 00:00:00,05/04/2020,2020-08-15 00:00:00,2020-08-22 00:00:00,,3.0
Organic Search,Desktop,Fashion - Socks,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,CAD,CA,ORD00075676,PROD1871,USER0000003,70.5,CAD 70.50,2022-04-16 00:00:00,2022-04-16 00:00:00,2022-04-20 00:00:00,2022-04-25 00:00:00,,4.0
Social Media - Facebook,Desktop,Fashion - Socks,Europe,Facebook OAuth,EUR,IT,ORD00031146,PROD8504,USER0035828,44.26,EUR 44.26,14-11-2019,2019-09-21 00:00:00,2019.11.17,2019-11-21 00:00:00,2019-11-28 00:00:00,3.0
Direct,Desktop,Sports - Dumbbells,Europe,Email,EUR,FR,ORD00066259,PROD8388,USER0000002,87.88,EUR 87.88,07/12/2021,2021-07-02 00:00:00,2021-07-13 00:00:00,2021-07-20 00:00:00,,1.0
Direct,Mobile Web,Electronics - Mouse,Asia Pacific,Facebook OAuth,AUD,AU,ORD00095583,PROD7785,USER0000027,374.92,AUD 374.92,2025-12-31 00:00:00,2025-11-03 00:00:00,,,,
Paid Search,Mobile Web,Fashion - Socks,  <function <lambda> at 0x7eee915b4860>  ,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00036356,PROD8451,USER0000489,81.95,USD 81.95,2020-01-19 00:00:00,2020-01-19 00:00:00,2020-01-20 00:00:00,2020-01-25 00:00:00,,1.0
Organic Search,Desktop,Fashion - Scarf,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00017334,PROD3324,USER0000002,55.82,USD 55.82,2019-06-11 00:00:00,2019-02-23 00:00:00,2019-06-13 00:00:00,2019-06-18 00:00:00,2019-06-20 00:00:00,2.0
Social Media - Pinterest,Desktop,Food - Tea Set,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00024475,PROD2271,USER0000005,29.31,USD 29.31,2019-08-27 00:00:00,2019-05-28 00:00:00,2019-08-28 00:00:00,2019-09-01 00:00:00,,1.0
Direct,Desktop,Fashion - Hoodie,Europe,Email,EUR,DE,ORD00084327,PROD7896,USER0000003,75.75,EUR 75.75,2023-04-22 00:00:00,2023-03-28 00:00:00,24-04-2023,2023-04-29 00:00:00,,2.0
Social Media - Facebook,Desktop,Food - Coffee Beans,  Africa  ,Email,ZAR,ZA,ORD00042198,PROD8756,USER0000003,574.46,574.46,2020-04-11 00:00:00,2020-03-26 00:00:00,,,,
Display Ads,Desktop,Home - Rug,Asia Pacific,<function <lambda> at 0x7eee90f8bc40>,AUD,AU,ORD00089409,PROD6887,USER0000014,111.13,AUD 111.13,2024-03-14 00:00:00,2024-03-14 00:00:00,2024-03-16 00:00:00,2024-03-21 00:00:00,,2.0
Direct,Desktop,Fashion - Hoodie,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00008889,PROD6237,USER0000005,64.85,USD 64.85,2019-03-20 00:00:00,2019-02-16 00:00:00,2019-03-22 00:00:00,2019-03-24 00:00:00,,2.0
Paid Search,Desktop,Fashion - Belt,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00067765,PROD8402,USER0000022,66.18,USD 66.18,20-08-2021,2021-05-10 00:00:00,2021-08-22 00:00:00,2021-08-24 00:00:00,,2.0
Direct,Desktop,Sports - Gym Bag,Asia Pacific,Facebook OAuth,AUD,AU,ORD00040149,PROD1322,USER0000007,88.73,AUD 88.73,2020-03-13 00:00:00,2019-08-01 00:00:00,2020-03-18 00:00:00,2020-03-25 00:00:00,,5.0
Email Marketing,Mobile Web,Books - Cookbook,Asia Pacific,Facebook OAuth,AUD,AU,ORD00046023,PROD3141,USER0000017,25.64,AUD 25.64,2020-06-09 00:00:00,2020-05-08 00:00:00,2020-06-11 00:00:00,2020-06-21 00:00:00,,2.0
Social Media - Facebook,Mobile Web,Beauty - Serum,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00083698,PROD2485,USER0000002,71.1,USD 71.10,2023-03-19 00:00:00,2023-03-12 00:00:00,,,,
Affiliate,Mobile Web,Fashion - Sneakers,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00054922,PROD2141,USER0000289,88.23,USD 88.23,2020-11-09 00:00:00,2020-10-05 00:00:00,2020-11-13 00:00:00,2020.11.15,,4.0
Organic Search,Mobile Web,Home - Throw Pillow,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00021997,PROD8301,USER0000002,,,2019-07-31 00:00:00,2019-06-28 00:00:00,,,,
Organic Search,Desktop,Electronics - Screen Protector,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00057411,PROD2254,USER0000002,250.0,USD 250.00,2020-12-27 00:00:00,2020-12-20 00:00:00,12/30/2020,2021-01-03 00:00:00,,3.0
Direct,Mobile Web,Home - Storage Basket,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00054608,PROD5369,USER0000002,67.72,CAD 67.72,2020-11-03 00:00:00,2020-09-24 00:00:00,2020-11-04 00:00:00,2020-11-10 00:00:00,2020-11-13 00:00:00,1.0
Social Media - Instagram,Mobile Web,Books - Mystery Novel,Africa,Facebook OAuth,ZAR,ZA,ORD00040648,PROD5963,USER0000004,,ZAR 378.90,2020-03-21 00:00:00,2020-03-11 00:00:00,,,,
Organic Search,Mobile Web,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00048116,PROD7374,USER0000012,50.46,USD 50.46,2020-07-13 00:00:00,2020-05-22 00:00:00,2020-07-17 00:00:00,2020-07-21 00:00:00,,4.0
Social Media - Facebook,Mobile Web,Books - Mystery Novel,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00049223,PROD3634,USER0000002,35.0,35.00,2020-08-01,01-08-2020,,,,
Organic Search,Mobile App,Beauty - Eye Shadow Palette,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00073415,PROD9183,USER0000003,25.42,USD 25.42,2022-01-30 00:00:00,12/01/2021,2022-02-02 00:00:00,2022-02-07 00:00:00,,3.0
Direct,Mobile App,Fashion - Scarf,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00081575,PROD8131,USER0000002,106.36,USD 106.36,2022-12-07 00:00:00,2022-09-18 00:00:00,2022-12-09 00:00:00,2022-12-15 00:00:00,,2.0
Organic Search,Mobile App,Beauty - Serum,Asia Pacific,Email,SGD,SG,ORD00047607,PROD9991,USER0000009,58.62,SGD 58.62,2020-07-05 00:00:00,2020-06-23 00:00:00,2020-07-08 00:00:00,2020.07.16,2020-07-17 00:00:00,3.0
Organic Search,Desktop,Food - Hot Sauce,Europe,Facebook OAuth,EUR,DE,ORD00036979,PROD3185,USER0000004,53.15,EUR 53.15,2020-01-27 00:00:00,2019-10-02 00:00:00,30-01-2020,2020-02-04 00:00:00,,3.0
Organic Search,Mobile Web,Electronics - HDMI Cable,  Europe  ,Email,EUR,FR,ORD00000049,PROD1750,USER0000002,169.94,EUR 169.94,2019-01-01 00:00:00,2019-01-01 00:00:00,,,,
Organic Search,Desktop,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00026468,PROD2208,USER0000003,69.11,USD 69.11,2019-09-19 00:00:00,07/16/2019,2019-09-22 00:00:00,2019-09-27 00:00:00,,3.0
Email Marketing,Desktop,Beauty - Lipstick,  South America  ,Google OAuth,BRL,BR,ORD00091897,PROD8905,USER0000002,223.14,BRL 223.14,2024-10-26 00:00:00,2024-05-26 00:00:00,10/31/2024,2024-11-06 00:00:00,,5.0
Affiliate,Mobile Web,Fashion - Scarf,Asia Pacific,Facebook OAuth,AUD,AU,ORD00007378,PROD8592,USER0000003,77.06,AUD 77.06,2019-03-07 00:00:00,2019-03-06 00:00:00,,,,
Organic Search,Desktop,Fashion - Sunglasses,Middle East,Email,AED,AE,ORD00067547,PROD1054,USER0000005,228.96,AED 228.96,2021-08-14 00:00:00,2021-06-01 00:00:00,2021-08-18 00:00:00,2021-08-25 00:00:00,,4.0
Organic Search,Mobile Web,Beauty - Perfume,  <function <lambda> at 0x7eee915b4860>  ,Email,USD,US,ORD00094002,PROD1620,USER0000003,55.57,USD 55.57,2025-07-04 00:00:00,16-04-2025,2025-07-05 00:00:00,2025-07-07 00:00:00,,1.0
Organic Search,Mobile Web,Electronics - Phone Case,Europe,Facebook OAuth,GBP,GB,ORD00027691,PROD5845,USER0000011,197.5,GBP 197.50,2019-10-03 00:00:00,2019-09-28 00:00:00,2019-10-05 00:00:00,2019-10-10 00:00:00,2019-10-13 00:00:00,2.0
Direct,Desktop,Electronics - Webcam,South America,Google OAuth,ARS,AR,ORD00040844,PROD3212,USER0000002,40069.82,ARS 40069.82,2020-03-23 00:00:00,2019-12-29 00:00:00,,,2020-04-27 00:00:00,
Social Media - Facebook,Desktop,Electronics - Laptop Stand,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00063770,PROD7053,USER0000002,199.23,USD 199.23,2021-05-14 00:00:00,2021-01-29 00:00:00,,,,
Direct,Mobile Web,Food - Hot Sauce,Europe,Google OAuth,EUR,FR,ORD00075727,PROD1154,USER0000006,21.58,EUR 21.58,2022-04-18,2022-03-08 00:00:00,2022-04-20 00:00:00,2022-04-27 00:00:00,,2.0
Paid Search,Mobile App,Food - Coffee Beans,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00030541,PROD2807,USER0000002,21.75,USD 21.75,2019-11-07 00:00:00,2019-07-27 00:00:00,,,,
Direct,Mobile Web,Fashion - T-Shirt,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00067439,PROD7019,USER0000002,120.0,USD 120.00,2021-08-11 00:00:00,2021-06-11 00:00:00,2021-08-14 00:00:00,2021-08-18 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Home - Bed Sheets,South America,Facebook OAuth,BRL,BR,ORD00098806,PROD3733,USER0000002,474.44,BRL 474.44,2025-12-31 00:00:00,2025-11-23 00:00:00,2026-01-03 00:00:00,2026-01-12 00:00:00,,3.0
 Paid Search,Desktop,Sports - Gym Bag,Middle East,Google OAuth,AED,AE,ORD00024103,PROD8154,USER0000002,158.11,AED 158.11,2019-08-23 00:00:00,2019-07-06 00:00:00,,,,
Social Media - Instagram,Mobile Web,Books - Mystery Novel,Asia Pacific,Email,AUD,AU,ORD00016348,PROD2190,USER0000002,21.01,AUD 21.01,2019-06-01 00:00:00,2019-04-09 00:00:00,,,2019-06-16 00:00:00,
Paid Search,Desktop,Toys - Doll,Africa,Google OAuth,ZAR,ZA,ORD00028768,PROD9976,USER0000004,,ZAR 1357.98,2019-10-16 00:00:00,2019.09.05,,,,
Social Media - Facebook,Mobile Web,Fashion - Sunglasses,Asia Pacific,Facebook OAuth,NZD,NZ,ORD00006048,PROD3138,USER0000005,55.72,NZD 55.72,2019-02-23,31-01-2019,,,,
Social Media - Facebook,Mobile Web,Home - Coffee Maker,Asia Pacific,Email,AUD,AU,ORD00018997,PROD9432,USER0000002,177.88,AUD 177.88,2019-06-29 00:00:00,2019-06-12 00:00:00,2019-07-02 00:00:00,2019-07-09 00:00:00,,3.0
Organic Search,Desktop,Home - Towel Set,Asia Pacific,Email,JPY,JP,ORD00035726,PROD8214,USER0000002,8955.78,8956 JPY,2020-01-10 00:00:00,2019.12.07,2020-01-15 00:00:00,2020-01-20 00:00:00,,5.0
Organic Search,Desktop,Home - Bed Sheets,Asia Pacific,Google OAuth,SGD,SG,ORD00050242,PROD4092,USER0000062,63.63,SGD 63.63,2020-08-18 00:00:00,2020-08-15 00:00:00,2020-08-19 00:00:00,2020-08-25 00:00:00,,1.0
Social Media - Facebook,Desktop,Food - Hot Sauce,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00084847,PROD1999,USER0000003,52.64,USD 52.64,2023-05-21 00:00:00,2023-03-20 00:00:00,2023.05.23,05/28/2023,,2.0
Email Marketing,Mobile Web,Sports - Fitness Tracker,Europe,Google OAuth,EUR,NL,ORD00025010,PROD7747,USER0000003,66.07,EUR 66.07,2019-09-02 00:00:00,2019-07-10 00:00:00,,,,
Organic Search,Mobile Web,Food - Coffee Beans,Europe,Email,EUR,DE,ORD00028115,PROD7328,USER0000009,29.06,EUR 29.06,2019-10-08 00:00:00,2019-10-01 00:00:00,10/10/2019,2019-10-13 00:00:00,,2.0
Paid Search,Mobile Web,Electronics - Laptop Stand,<function <lambda> at 0x7eee915b4860>,Phone,USD,US,ORD00006908,PROD7721,USER0000002,250.0,USD 250.00,2019-03-03 00:00:00,2019-01-01 00:00:00,2019-03-06 00:00:00,2019-03-13 00:00:00,,3.0
Organic Search,Mobile Web,Home - Candle,Asia Pacific,Email,JPY,JP,ORD00075288,PROD5886,USER0000002,9393.72,JPY 9393.72,2022-04-03 00:00:00,2022-02-24 00:00:00,2022-04-06 00:00:00,2022-04-13 00:00:00,,3.0
Paid Search,Mobile Web,Fashion - Socks,Asia Pacific,Facebook OAuth,AUD,AU,ORD00032597,PROD1527,USER0000389,119.7,AUD 119.70,2019-12-02 00:00:00,2019-11-19 00:00:00,2019-12-06 00:00:00,2019-12-16 00:00:00,,4.0
Direct,Desktop,Beauty - Lipstick,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00077849,PROD9600,USER0000005,38.64,USD 38.64,2022-07-05,2022-05-31 00:00:00,2022-07-07 00:00:00,2022-07-10 00:00:00,,2.0
Organic Search,Mobile Web,Toys - LEGO Set,Asia Pacific,Email,AUD,AU,ORD00083667,PROD3961,USER0000002,119.08,AUD 119.08,2023-03-17 00:00:00,2022-11-28 00:00:00,2023-03-20 00:00:00,2023-03-25 00:00:00,2023-03-26 00:00:00,3.0
email marketing,Mobile Web,Fashion - T-Shirt,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,,ORD00039847,PROD7037,USER0000002,62.91,USD 62.91,2020-03-09,2020-01-19 00:00:00,2020-03-19 00:00:00,2020-03-23 00:00:00,2020-03-25 00:00:00,10.0
Display Ads,Mobile Web,Books - Sci-Fi Novel,Europe,Phone,EUR,FR,ORD00009115,PROD6396,USER0000002,23.01,23 EUR,2019-03-23 00:00:00,2019-02-25 00:00:00,2019-04-01 00:00:00,04/05/2019,,9.0
Direct,Desktop,Fashion - Sneakers,Asia Pacific,Email,INR,IN,ORD00000945,PROD7141,USER0000002,3524.24,INR 3524.24,2019.01.09,2019-01-01 00:00:00,,,,
Organic Search,Desktop,Sports - Dumbbells,Europe,Email,EUR,DE,ORD00031482,PROD9861,USER0000181,88.65,88.65,2019-11-18 00:00:00,2019-11-06 00:00:00,2019-11-20 00:00:00,11/24/2019,,2.0
Organic Serach,Mobile Web,Toys - Board Game,Middle East,Email,ILS,IL,ORD00027400,PROD3835,USER0000003,169.8,ILS 169.80,2019-09-30 00:00:00,2019-09-20 00:00:00,2019-10-01 00:00:00,2019-10-07 00:00:00,2019-10-09 00:00:00,1.0
Organic Search,Mobile Web,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00054934,PROD4812,USER0000005,99.62,USD 99.62,2020-11-09 00:00:00,2020-10-13 00:00:00,2020-11-11 00:00:00,2020-11-13 00:00:00,,2.0
Social Media - Facebook,Mobile App,Electronics - Laptop Stand,South America,Email,BRL,BR,ORD00027580,PROD8434,USER0000002,788.61,BRL 788.61,2019-10-02 00:00:00,2019-09-21 00:00:00,2019-10-03 00:00:00,2019-10-10 00:00:00,2019-11-09 00:00:00,1.0
Organic Search,Desktop,Electronics - Portable Charger,Middle East,Email,ILS,IL,ORD00006985,PROD8780,USER0000005,273.05,ILS 273.05,03/03/2019,2019-02-07 00:00:00,,,,
Direct,Mobile Web,Sports - Running Shoes,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00092910,PROD1588,USER0000277,112.51,112.51,2025-02-18 00:00:00,02/02/2025,2025-02-19 00:00:00,02/22/2025,,1.0
Email Marketing,Desktop,Books - Sci-Fi Novel,Europe,Google OAuth,EUR,FR,ORD00042549,PROD7655,USER0000003,14.88,EUR 11.14,2020-04-17 00:00:00,2020-03-02 00:00:00,2020-04-18 00:00:00,2020-04-26 00:00:00,,1.0
Referral,Desktop,Beauty - Face Mask,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00038746,PROD7498,USER0000002,44.72,CAD 44.72,2020-02-22,2019-04-04 00:00:00,23-02-2020,2020-02-29 00:00:00,2020-03-07 00:00:00,1.0
Email Mrkting,Desktop,Home - Curtains,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,CAD,CA,ORD00028215,PROD3187,USER0000007,82.23,CAD 82.23,10/09/2019,2019.10.09,,,,
Organic Search,Desktop,Toys - Action Figure,Europe,<function <lambda> at 0x7eee90f8bc40>,EUR,ES,ORD00073599,PROD6870,USER0000002,60.47,EUR 60.47,2022-02-05 00:00:00,2022-02-05 00:00:00,,,,
  Direct  ,Desktop,Fashion - Sneakers,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00093348,PROD9253,USER0000484,85.22,USD 85.22,04/10/2025,2025.04.08,2025-04-13 00:00:00,16-04-2025,,3.0
Social Media - TikTok,Desktop,Home - Lamp,  Europe  ,Email,EUR,IT,ORD00074096,PROD5659,USER0000008,92.06,EUR 92.06,2022-02-21 00:00:00,07/24/2021,2022-02-25 00:00:00,2022-03-02 00:00:00,,4.0
Display Ads,Desktop,Electronics - USB Cable,Europe,Email,EUR,,ORD00098897,PROD5347,USER0000002,98.49,EUR 98.49,2025-12-31 00:00:00,2025-11-13 00:00:00,2026-01-05 00:00:00,2026-01-10 00:00:00,,5.0
Direct,Mobile Web,Beauty - Perfume,Europe,Google OAuth,EUR,DE,ORD00058549,PROD6517,USER0000003,65.04,EUR 65.04,20-01-2021,2020-12-13 00:00:00,01/21/2021,2021-01-28 00:00:00,,1.0
Social Media - Instagram,Mobile Web,Electronics - Wireless Earbuds,Europe,Google OAuth,EUR,DE,ORD00065593,PROD2884,USER0000002,126.57,EUR 126.57,06/26/2021,2021-02-23 00:00:00,2021-06-28 00:00:00,2021-07-02 00:00:00,,2.0
Organic Search,Mobile Web,Sports - Running Shoes,Europe,Facebook OAuth,EUR,DE,ORD00050305,PROD4406,USER0000091,163.91,EUR 163.91,19-08-2020,2020-07-30 00:00:00,2020-08-24 00:00:00,2020-08-28 00:00:00,,5.0
Facebook,Desktop,Beauty - Body Lotion,Europe,Email,GBP,,ORD00079323,PROD9887,USER0000004,63.2,GBP 63.20,2022-08-31 00:00:00,2022.07.02,2022-09-02 00:00:00,2022-09-07 00:00:00,,2.0
Organic Search,Mobile Web,Fashion - Hat,Europe,Google OAuth,EUR,IT,ORD00034987,PROD9476,USER0000003,92.98,EUR 92.98,2019-12-31 00:00:00,2019-12-08 00:00:00,,,,
Organic Search,Desktop,Electronics - Laptop Stand,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00037082,PROD6238,USER0000002,173.69,USD 173.69,2020-01-29 00:00:00,2019-11-27 00:00:00,2020-01-30 00:00:00,2020-02-02 00:00:00,,1.0
Direct,Desktop,Sports - Dumbbells,Europe,Email,EUR,NL,ORD00022659,PROD4060,USER0000002,75.95,EUR 75.95,2019-08-07 00:00:00,21-06-2019,,,,
Direct,Mobile Web,Food - Hot Sauce,Middle East,Facebook OAuth,AED,AE,ORD00042121,PROD7937,USER0000002,186.97,AED 186.97,2020-04-10 00:00:00,2020-03-31 00:00:00,2020-04-13 00:00:00,2020-04-20 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00057945,PROD9493,USER0000008,124.55,USD 124.55,2021-01-07 00:00:00,2020-12-12 00:00:00,2021-01-08 00:00:00,2021-01-14 00:00:00,,1.0
Organic Search,Desktop,Electronics - USB Cable,Europe,Google OAuth,EUR,DE,ORD00010205,PROD3496,USER0000005,121.89,EUR 121.89,2019-04-02 00:00:00,2019.01.09,,,2019-04-20 00:00:00,
Organic Search,Mobile App,Sports - Water Bottle,Asia Pacific,Email,JPY,JP,ORD00010808,PROD4453,USER0000006,26640.0,JPY 26640.00,2019-04-07 00:00:00,01-01-2019,2019-04-08 00:00:00,2019-04-13 00:00:00,,1.0
Paid Search,Mobile Web,Electronics - Mouse,Asia Pacific,Apple ID,JPY,JP,ORD00051627,PROD7072,USER0000011,18078.4,JPY 18078.40,2020-09-10 00:00:00,2020-07-05 00:00:00,,,,
Direct,Desktop,Books - Self-Help Book,Europe,Facebook OAuth,EUR,ES,ORD00006766,PROD2951,USER0000002,26.44,EUR 26.44,2019.03.01,2019-01-01 00:00:00,,,,
  Direct  ,Desktop,Toys - Doll,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00003189,PROD4811,USER0000011,100.0,100.00,28-01-2019,2019-01-01 00:00:00,02/03/2019,2019-02-08 00:00:00,,6.0
Social Media - TikTok,Mobile Web,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00073568,PROD1061,USER0000002,64.29,USD 64.29,2022-02-04 00:00:00,2022-02-04 00:00:00,2022-02-05 00:00:00,2022-02-07 00:00:00,,1.0
Direct,Mobile Web,Food - Hot Sauce,Europe,Phone,GBP,GB,ORD00030437,PROD5833,USER0000002,37.12,GBP 37.12,2019-11-06 00:00:00,2019-09-25 00:00:00,2019-11-08 00:00:00,2019-11-13 00:00:00,,2.0
Organic Search,Mobile Web,Fashion - Jeans,Europe,Facebook OAuth,GBP,GB,ORD00082105,PROD6279,USER0000002,94.8,GBP 94.80,2022-12-31 00:00:00,2022-12-06 00:00:00,2023-01-02 00:00:00,2023-01-09 00:00:00,,2.0
Organic Search,Mobile Web,Books - Biography,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00090177,PROD1272,USER0000002,18.6,USD 18.60,2024-05-15 00:00:00,2024-02-11 00:00:00,2024-05-16 00:00:00,2024-05-20 00:00:00,,1.0
Email Marketing,Mobile Web,Beauty - Shampoo,Europe,Facebook OAuth,GBP,GB,ORD00064797,PROD5295,USER0000005,19.92,GBP 19.92,2021-06-07 00:00:00,2021-06-03 00:00:00,2021-06-08 00:00:00,2021-06-13 00:00:00,,1.0
Direct,Desktop,Home - Storage Basket,Middle East,Google OAuth,AED,AE,ORD00036395,PROD7896,USER0000881,303.66,AED 303.66,2020-01-19 00:00:00,2019-10-16 00:00:00,,,,
Paid Search,Mobile Web,Electronics - Bluetooth Speaker,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00098006,PROD9011,USER0000005,250.0,USD 250.00,2025-12-31 00:00:00,2025-09-28 00:00:00,,,,
Organic Search,Mobile Web,  Books - Mystery Novel  ,Europe,Email,EUR,IT,ORD00028784,PROD8674,USER0000011,26.32,EUR 26.32,16-10-2019,2019-08-25 00:00:00,2019-10-17 00:00:00,2019-10-23 00:00:00,,1.0
Direct,Mobile App,Home - Towel Set,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00026927,PROD1212,USER0000049,62.75,USD 62.75,2019-09-24 00:00:00,2019-09-02 00:00:00,,,2019-10-04 00:00:00,
Email Marketing,Desktop,Fashion - Hat,  Asia Pacific  ,<function <lambda> at 0x7eee90f8bc40>,JPY,JP,ORD00053224,PROD2711,USER0001172,5451.36,JPY 5451.36,2020-10-09 00:00:00,2020-10-09 00:00:00,2020-10-10 00:00:00,10/14/2020,2020-10-16 00:00:00,1.0
Organic Search,Mobile Web,Electronics - Phone Case,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00013734,,USER0000004,151.03,USD 151.03,2019-05-06 00:00:00,2019-02-24 00:00:00,2019-05-09 00:00:00,2019-05-13 00:00:00,2019-05-18 00:00:00,3.0
Social Media - Instagram,Mobile Web,  Electronics - Keyboard  ,  Europe  ,Email,EUR,DE,ORD00013966,PROD6639,USER0000003,92.1,EUR 92.10,2019-05-09 00:00:00,2019-02-23 00:00:00,2019-05-12 00:00:00,2019-05-19 00:00:00,,3.0
Affiliate,Mobile Web,Electronics - Webcam,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00071943,PROD9691,USER0000002,82.97,USD 82.97,2021-12-15 00:00:00,07/18/2021,2021-12-18 00:00:00,2021-12-24 00:00:00,,3.0
